offerPrice,egc,html,highTech,age,nUnderwriters,sharesOfferedPerc,totalProceeds,investmentReceived,commonEquity,nasdaq2weeksBefore,blueSky,managementFee,commonEquity.1,bookValue,totalAssets,totalRevenue,netIncome,roa,leverage,vc,pe,prominence,nVCs,nExecutives,priorFinancing,reputationLeadMax,reputationLeadAvg,reputationSum,reputationAvg,nPatents,year>good_return,year>super_return,interaction>super_return_w_reputationAvg,log_age,city>super_return,city>good_return,city>low_return,"industryFF12>Business Equipment -- Computers, Software, and Electronic Equipment",industryFF12>Chemicals and Allied Products,"industryFF12>Consumer Durables -- Cars, TV's, Furniture, Household Appliances","industryFF12>Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",industryFF12>Finance,"industryFF12>Healthcare, Medical Equipment, and Drugs","industryFF12>Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing","industryFF12>Oil, Gas, and Coal Extraction and Products",industryFF12>Other,industryFF12>Telephone and Television Transmission,industryFF12>Utilities,"industryFF12>Wholesale, Retail, and Some Services (Laundries, Repair Shops)",exchange>AMEX,exchange>NASDQ,exchange>NYSE,"industryFF5>Business Equipment, Telephone and Television Transmission","industryFF5>Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)","industryFF5>Healthcare, Medical Equipment, and Drugs","industryFF5>Manufacturing, Energy, and Utilities",industryFF5>Other,rf>IT,rf>indebtedness,rf>reimbursement,rf>default,rf>trial,rf>patRatio,log_totalAssets,log_totalRevenue,log_priorFinancing,log_reputationSum
22.0,False,False,True,1.0,21,28.99,141839500,321514.76022131776,0.5670000000000001,2412.25,12705.26168224299,1934175.0,98.45,310.874619,434.89300000000003,82.765,-81.245,-0.18681606740048698,0.06168413839726094,False,False,False,4.356390289831283,11.947524164439086,149205.64078316378,8.001,8.001,129.39,6.161428571428572,0,0,1,6.161428571428572,0.6931471805599453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,7.370434135557882,6.24883745756493,11.913087475031825,4.87052995943538
12.0,False,True,False,24.0,8,23.7,160000008,333168.13058477093,0.62,2769.71,12705.26168224299,2992310.381591086,96.5,379.1030958000002,632.029,165.15599999999998,-33.260999999999996,-0.052625749767811286,0.2373308819690236,False,False,False,3.080676161046414,11.005318422237593,194549.80516802412,8.001,8.001,30.004,3.7505,0,1,0,0.0,3.218875824868201,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,7.487430905366182,6.396599538551276,12.178448617021582,3.4341162284192652
13.0,False,False,False,60.0,16,42.84,43550000,224517.8089627418,0.19399999999999998,1741.77,10000.0,636500.0,88.47,59.86931999999999,105.43299999999999,58.621,-7.5,-0.07113522331717773,0.2800546318515076,False,False,False,2.0290713942042955,11.534953962825641,108415.86720950814,0.0,0.0,110.137,6.883562500000003,0,0,0,0.0,4.110873864173311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.06920113277133826,0.0,0.0,0.0,0.11570450097847355,7.137964355349364,6.20105053395274,11.593738957446744,4.710763674505634
15.0,True,True,False,1.0,12,26.9,675000000,465677.0431603526,0.349,5210.14,12705.26168224299,8100000.0,32.68,701.1267375,2659.05,124.116,-252.014,-0.09477595381809292,0.4873022320001504,False,False,False,3.4599322593561865,11.541005979587066,308914.39647138654,9.001,7.1008,35.504,2.9586666666666663,0,1,0,0.0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.1763789152024446,0.0,0.0,8.24603522246486,6.325723555435657,12.640822720563186,3.5974218436251015
13.5,False,True,False,16.0,5,20.28,51934500,305362.99820720026,0.183,2070.56,10000.0,2579829.362560542,87.47,139.532143,523.003,209.176,30.28,0.05789641742016776,0.0311604331141504,False,False,False,3.001094600730694,10.89291191949293,170552.00352065975,9.001,9.001,28.004,5.6008,0,0,0,0.0,2.8332133440562166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.02904443214411513,0.0,0.0,7.424423708838699,6.467422232434098,12.046801398484217,3.3674337515093464
15.0,True,True,False,4.0,3,26.83,108000000,105000.2,-0.187,7076.55,12705.26168224299,2085825.7577181442,100.0,102.86286009999999,174.065,59.417,-6.597,-0.03789963519374946,0.0,True,False,True,8.0,6.0,105000.2,9.001,8.001,16.002,5.334,1,1,0,0.0,1.6094379124341005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.07207463260495209,0.0,0.6093315260041379,0.02914655438019924,7.191049122945896,6.2026629639054836,11.561727057645783,2.8333309841951673
15.0,True,True,True,8.0,4,31.34,75000000,69223.1,-3.681,5295.18,12705.26168224299,1795139.0098781176,86.66,64.30432739999999,78.778,3.3930000000000002,-20.467,-0.2598060372185128,0.1254284191017797,True,False,False,11.0,5.0,69223.1,7.001,6.501,13.002,3.2505,12,0,0,0.0,2.19722457733622,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.02381090463210744,0.0,0.023227101276253204,0.0,7.116563107868452,6.0823078623346785,11.145104346871225,2.639200176555006
13.5,False,True,False,54.0,6,34.65,138970593,327757.28600799927,-0.7000972572729567,2185.03,10000.0,1806617.0,63.11756744020586,348.78366,974.4989999999999,968.0039999999999,-0.29,-0.0002975888123025267,0.3950532530048774,False,True,False,3.0,14.0,0.0,9.001,5.0006,39.005,6.500833333333333,0,0,0,0.0,4.007333185232471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.22538005737726896,0.0,0.057481451974306624,0.0,0.22610167803614994,7.662904570282667,7.24611855695033,0.0,3.6890044463020875
25.0,False,True,False,52.0,16,22.61,950000000,536434.2305862603,0.684,2150.73,12705.26168224299,9737500.0,85.13,5015.9981625,7155.0,3332.0,-43.0,-0.006009783368273934,0.1190775681341719,False,True,False,2.0,25.0,0.0,9.001,9.001,49.00599999999999,3.062875,0,0,0,0.0,3.970291913552122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.01910124614839255,0.0,0.029229756418696514,0.0,0.0,9.025025962778983,8.233940219386398,0.0,3.9121429982287217
9.0,False,False,False,5.0,8,20.67,45000000,224890.89231462387,-0.42200000000000004,1603.02,10000.0,650000.0,0.37,0.30131440000000004,95.99799999999999,394.19300000000004,0.6920000000000001,0.007208483510073127,0.3098814558636638,False,False,False,2.0301392026530167,11.536462209369763,108737.86460750009,8.001,8.001,54.50299999999999,6.812874999999999,0,0,0,0.0,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.06001247660636307,0.0,0.0,7.130441270398028,6.720025881368606,11.596704549294472,4.016437073345575
12.0,True,True,False,36.0,5,41.21,115560000,321733.7670383533,0.16,7852.18,12705.26168224299,1617840.0,28.81,374.4667883,1472.388,681.595,33.255,0.02258575864513973,0.62167512910999,False,False,False,3.047949667250789,10.959093257763978,184681.13831096105,7.501,7.501,21.503,4.3006,0,1,0,0.0,3.610917912644224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.11167795934635312,0.06926135678997469,0.1993782383419689,0.0,0.0,7.873147814445042,7.01772203602408,12.126391455019139,3.113648633655609
7.5,False,False,True,2.0,13,26.74,37500000,46238.9,1.204,1620.75,7500.0,525000.0,99.16,66.6888164,79.25,19.278,-58.336000000000006,-0.7361009463722398,0.01477602523659306,True,False,False,11.0,1.0,46238.89999999999,8.0,8.0,78.21400000000001,6.01646153846154,0,0,0,0.0,1.0986122886681098,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,7.116946086678415,6.1179297009541065,10.741598340714162,4.372153050875583
22.0,False,True,False,2.0,8,14.11,473000000,1600000.2,0.493,1668.44,30000.0,6450000.0,100.0,2817.1553661999997,5172.273,1557.777,532.35,0.1029238015858792,0.0,False,True,True,8.0,15.0,1600000.2,9.001,9.001,50.00599999999999,6.250749999999999,0,0,0,0.0,1.0986122886681098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.029417460883747006,0.0,0.0,8.752376482271245,7.597106746273542,14.285514937209728,3.931943272863277
28.0,False,True,True,10.0,12,27.58,812000000,500000.0,-1.8628916833399451,1920.53,7500.0,4608233.7396554565,86.70436628821061,826.9458750000001,1200.003,1078.16,333.0,0.2774993062517344,0.1809995475011313,True,False,True,1.0,15.0,500000.0,9.001,9.001,53.00699999999999,4.417249999999999,0,0,0,0.0,2.3978952727983707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.05810933252793717,0.0,0.0,7.763630469088169,7.321721458829463,13.122365377402328,3.9891136677927093
16.0,True,True,True,1.0,5,30.17,86400000,79799.6,-0.18899999999999997,4639.32,15000.0,1838652.2797824075,100.0,92.1914488,95.07,0.0,-29.142,-0.3065320290312402,0.0,True,False,True,12.0,12.0,79799.6,8.001,7.750999999999999,26.504,5.3008000000000015,0,1,0,0.0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.07090227295154765,0.0,0.4764622045628773,0.0,7.129698254659993,6.07453182083724,11.287286302206626,3.3143314486404933
14.0,False,False,True,8.0,19,45.09,63000000,44105.0,-2.8360000000000003,3913.86,25000.0,900000.0,95.93045576949379,159.0099696,185.51,32.97,-35.829,-0.1931378362352434,0.01953533502237076,True,False,True,10.0,17.0,44105.0,9.001,9.001,118.01899999999999,6.2115263157894764,0,0,1,6.2115263157894764,2.19722457733622,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.19027505405541306,7.199633670277863,6.147647366505798,10.694351106602143,4.779283144232157
8.0,True,True,False,35.0,4,60.94,96000000,316701.001270896,-0.7187861878666792,4941.42,5000.0,2748025.327031374,86.81,101.3845906,177.668,68.946,-26.041999999999998,-0.1465767611500101,0.1161604790958417,False,False,False,3.033545299487344,10.93874753196879,180337.50444563513,7.001,6.751,19.503,4.87575,0,1,0,0.0,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.193759580481391,6.221766342333907,12.10259094404865,3.0205712169009096
18.0,False,False,True,5.0,15,14.63,67500000,30591.0,0.7440000000000001,2799.67,7500.0,937500.0,97.38,84.8837473,91.73,18.924,-5.185,-0.05652458301537119,0.0256840728224136,True,False,True,6.0,11.0,30591.0,6.001,6.001,106.634,7.108933333333335,1,0,1,7.108933333333335,1.791759469228055,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.009503717098653807,7.12701946002676,6.117149530402977,10.328493815851127,4.6787365829450085
11.0,False,True,True,16.0,2,17.49,21450000,369226.5456345622,0.102,1925.59,5000.0,2298744.1612507114,85.53,37.232079999999996,49.726000000000006,49.055,3.1430000000000002,0.06320637091260105,0.1257893255037606,False,False,False,5.233581796236523,11.171535265607936,182745.29921223572,7.001,7.001,12.002,6.001,0,0,0,0.0,2.8332133440562166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.01901362575321644,0.2358405409397515,0.0,0.0076686042439946785,0.1144470208690392,7.0927035337805755,6.181466870090723,12.115854126858338,2.565103191782277
16.0,True,True,True,4.0,4,16.67,85000000,164533.0,-0.528,7007.35,12705.26168224299,1833308.5448818805,91.77,136.95046059999999,159.86700000000002,0.0,-56.946000000000005,-0.3562085983974179,0.07697023150493848,True,False,True,5.0,6.0,164533.0,9.001,5.62575,22.503,5.62575,1,1,0,0.0,1.6094379124341005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.038175427123354866,0.023675950868694857,0.14604524062547442,0.4157182143407615,0.028723242750872933,7.180296186055505,6.07453182083724,12.010872514760853,3.1571280725767914
15.0,False,True,False,6.0,4,28.72,107250000,47251.2,0.384,2719.25,12705.26168224299,2082963.042592862,86.04,92.1364968,133.03,64.54899999999999,-48.214,-0.3624295271743216,0.2123054950011276,True,False,True,10.0,23.0,47251.2,8.501,8.001,16.002,4.0005,0,0,0,0.0,1.9459101490553128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.08690858980248048,7.15964967979142,6.2129967262402515,10.763254492684528,2.8333309841951673
9.0,False,True,True,9.0,3,24.37,45000000,55310.0,-0.008,2480.32,12705.26168224299,1680630.4048668281,99.5,58.936438100000004,75.844,22.009,-5.065,-0.06678181530509995,0.00265017667844523,True,False,False,6.0,13.0,55310.0,8.001,8.001,16.002,5.334,892,0,0,0.0,2.302585092994046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.02343520662774389,0.0,0.5715153688853677,0.009477058705670205,7.114179177408564,6.1239281006809225,10.9207270827385,2.8333309841951673
14.0,False,False,False,0.0,3,23.97,46928000,225386.96452319532,0.109,1226.92,35000.0,670400.0,53.63,9.877119,88.08200000000001,68.319,5.14,0.058354714924729226,0.7582479961853728,False,False,False,2.0315590196800066,11.53846765718843,109166.01011324387,9.001,9.001,26.752,8.917333333333332,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.011610211094747176,7.12408541638443,6.220520510994841,11.600634191459902,3.3233079096674487
17.0,True,True,True,10.0,4,26.41,106250000,176046.5,-4.359,8088.36,12705.26168224299,1487500.0,100.0,169.8591375,195.521,69.137,18.167,0.09291585047130488,0.0,True,False,True,12.0,12.0,173046.5,0.0,0.0,0.0,0.0,21,1,0,0.0,2.3978952727983707,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.7668604243994678,0.028611755217259806,7.20708266649273,6.222145545741648,12.061321402267428,0.0
5.5,False,False,False,16.25621727748691,2,52.39,18700000,218123.93220807344,-1.834,1820.31,25000.0,340000.0,100.0,11.765854800000001,12.327,0.0,-2.6919999999999997,-0.2183824125902491,0.003326032286850004,False,False,False,2.010771366652066,11.509105737569486,102897.49800943918,5.001,3.5010000000000003,7.002000000000002,3.5010000000000003,0,1,0,0.0,2.308524725767227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.272404415293553,7.0611260956161095,6.07453182083724,11.54149832511152,2.0796915104350435
22.5,False,False,True,13.0,23,27.227808883126226,180306000,331412.146949022,-0.34134660647800974,2544.15,12705.26168224299,2323944.0,57.95,142.84000319999998,264.36400000000003,93.546,-8.045,-0.030431526228987312,0.3908815118548669,False,False,False,4.384717775136627,11.987535864914577,157747.78761754817,9.001,8.001,157.2250000000001,6.8358695652173935,0,0,1,6.8358695652173935,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.256857549136722,6.2694597833341295,11.96875909490672,5.06401807066137
16.0,True,True,False,16.25621727748691,11,92.46,224000000,349635.255781864,-0.893,7266.9,12705.26168224299,2912000.0,40.85,-48.6120975,1534.3870000000002,564.754,-14.712,-0.009588193852007348,0.4730716566289991,False,True,False,1.0,5.0,208762.10233733838,9.001,6.00075,47.006,4.273272727272727,0,1,0,0.0,2.308524725767227,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.06952552978743992,0.057182484644343175,0.0,0.0,7.89648468629352,6.907155061578289,12.248955406431268,3.871326003096042
14.0,True,True,False,8.0,7,18.46,250600000,317820.0,0.109,5208.12,12705.26168224299,3257800.0,39.1,554.0733092,2738.1459999999997,304.606,-28.246,-0.01031573918994823,0.2626627652433435,True,False,True,9.0,14.0,317820.0,9.001,6.9007999999999985,47.00599999999999,6.715142857142856,0,1,0,0.0,2.19722457733622,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.05577081018406686,0.0,0.0,8.266569542452931,6.605638813704489,12.669243610196766,3.871326003096042
19.0,False,True,False,13.0,26,32.36,152000000,331109.7376194445,0.3720000000000001,3987.72,5000.0,2000000.0,54.8,316.0867893603346,1900.9217132550257,566.4258692076875,14.96623856674471,-0.010295111022418951,0.3164524620171518,False,False,False,3.074784798196593,10.996997053672803,192773.2660232553,9.001,9.001,185.0240000000001,7.1163076923076956,0,0,1,7.1163076923076956,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.1306972653126499,0.0,1.0,0.0,0.0,8.024322703179054,6.908826536878719,12.169275177266888,5.225875697647321
20.0,False,True,False,0.0,9,66.65,200000000,343460.0830610575,-0.6735541199325192,2412.8,15000.0,1290000.0,62.84611235909156,385.23072969255236,1656.325,768.9439155949951,22.572647227056272,-0.008689880735697143,0.8128024391348316,False,False,False,3.110132939947378,11.046925215133385,203432.49023264402,9.001,9.001,51.00599999999999,5.667333333333333,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.08598242216594668,0.0,0.0,7.940852634317954,7.0930639351871125,12.223094401120827,3.951359096540519
15.0,False,True,False,25.0,17,31.37,666666660,1100000.1,-0.47058971543513883,1969.99,12705.26168224299,7333333.0,17.05,710.3974461000001,5933.9,3033.3,-138.8,-0.02339102445272081,0.5801412224675172,False,True,True,3.0,13.0,1100000.1,9.001,8.667666666666667,117.015,6.883235294117648,1,0,0,0.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.866063987390268,8.151317756086588,13.9108217377681,4.7708117350308425
10.0,False,True,False,16.25621727748691,1,29.1,11000000,294830.59788470634,-0.7557547049282525,2875.32,12705.26168224299,2423584.279499388,63.686772834960216,30.5630766,211.602,11.058,0.948,0.0044801088836589455,0.1115301367661931,False,False,False,2.970949631803663,10.850333079382342,161461.79490817594,7.001,7.001,7.001,7.001,0,1,0,0.0,2.308524725767227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.027467402683925,0.0,0.0,7.218933283134422,6.099654970849903,11.992030023019526,2.079566533867987
19.0,False,False,True,5.0,15,15.75,114000000,119525.9,-0.690881123279222,1460.71,2500.0,1560000.0,94.16,133.5379452,209.34099999999998,71.855,-52.86600000000001,-0.2525353370816037,0.03938550021257184,True,False,True,8.0,12.0,119525.9,7.001,7.001,113.015,7.5343333333333335,7,0,0,0.0,1.791759469228055,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.16324510297148606,0.0,0.02274894392269461,0.1980460572226099,7.217275538628819,6.227526224359358,11.691296729623973,4.736330018686114
12.0,True,True,True,13.0,5,29.69,84000000,78412.0,-1.923,4225.76,30000.0,1829491.5913815042,87.5,121.0869608,151.145,0.0,-59.574,-0.3941513116543716,0.0965629031724503,True,False,False,8.0,11.0,78412.00000000001,7.001,6.501,33.005,6.601000000000001,24,1,0,0.0,2.6390573296152584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.023304466283935,0.0,0.8032354913922514,0.0,7.173632734926708,6.07453182083724,11.269745008919022,3.5265075726276023
18.5,False,False,True,35.0,24,22.69,276575000,14568.0,-0.33399999999999996,2732.18,500.0,3289000.0,22.88,414.77237087476,1095.7,740.6,-102.7,-0.0937300355936844,0.8305193027288491,False,True,False,4.0,8.0,14568.0,9.001,9.001,166.644,6.943500000000001,0,0,1,6.943500000000001,3.58351893845611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.3685118073415946,0.0,0.12531480677377332,0.0,0.08215371254884933,7.718298834213767,7.069232734621235,9.586651262653996,5.121842683425992
12.5,False,False,False,3.0,31,35.82,27500000,220388.16220570248,0.7270088603147525,1561.46,10000.0,396000.0,99.56,14.832768,18.016,59.876000000000005,-7.893,-0.43811056838365897,0.00371891651865009,False,False,False,2.0172518593063766,11.51825923383726,104851.68911449378,6.001,6.001,206.2210000000001,6.652290322580647,0,1,0,0.0,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.065994316609003,6.203591564010944,11.56031168325434,5.333785856600978
8.0,False,True,True,6.0,3,22.85,56528432,34000.2,0.7979999999999999,2219.86,10000.0,1724633.8937430785,98.77,95.272302,104.925,72.406,10.142000000000001,0.09665951870383607,0.006347390993566834,True,False,True,13.0,13.0,219000.2,9.001,9.001,26.003,8.667666666666667,0,0,0,0.0,1.9459101490553128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.028942486085343225,0.0,0.0,7.137560735214868,6.2286134888533615,12.296832488235681,3.295947970943058
14.0,False,True,False,13.0,6,27.82,75012000,110200.0,0.353,2149.33,7500.0,1125180.0,76.36,96.92692379999998,147.96,197.99200000000002,-4.905,-0.03315085158150852,0.0,False,True,False,7.0,13.0,110200.0,9.001,8.501,31.005,5.1675,0,0,0,0.0,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.17118834204841,6.449898319647312,11.610061250069942,3.4658921405939664
11.5,False,True,False,105.0,2,36.77,35100001,301031.5007491484,0.051,2051.72,5000.0,549391.0,29.42,147.69248611674473,872.4779387851859,73.21004795439111,-3.5585356995888846,-0.014204515583097058,0.313367214381028,False,False,False,2.9886973453774552,10.875401178155846,166813.61395204038,7.001,7.001,7.001,3.5005,0,0,0,0.0,4.663439094112067,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.08524170522792163,0.0,0.0,7.613773333209182,6.230197963788495,12.024638378690279,2.079566533867987
12.0,True,True,False,28.0,2,27.17,180000000,11000.0,0.068,6714.94,12705.26168224299,3068649.4210629836,40.42,273.2996726,2961.958,139.344,37.977,0.01282158626152025,0.1360211724811763,False,True,False,3.0954045475512175,11.02612181452481,198991.1468120654,0.0,0.0,0.0,0.0,0,0,0,0.0,3.3672958299864737,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.055714285714285716,0.0,0.0,8.322488441823149,6.352611909564904,12.201020639671983,0.0
8.0,False,False,True,16.25621727748691,20,58.69,38942608,295039.50686572725,-2.11,2338.88,5000.0,535460.0,16.27,5.043194399999999,99.221,68.62899999999999,-12.12,-0.1221515606575221,0.8358008889247236,False,False,False,4.280614999745216,11.840493901156417,126355.61906905426,8.75,7.3755000000000015,116.38600000000001,5.819300000000001,0,0,1,5.819300000000001,2.308524725767227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.2004635989010989,0.0,0.061352040816326524,0.0,0.0,7.1330175290344835,6.22113666625163,11.746863498219462,4.765467649857205
8.0,False,False,False,7.0,2,26.85,16000000,217429.2252769827,-3.1910000000000003,1287.32,80000.0,220000.0,6.85,8.6012106,19.721,43.685,2.188,0.1109477207038183,0.056741544546422586,False,False,False,2.0087830336785846,11.506297278487327,102297.91664766107,3.0010000000000003,3.0010000000000003,6.002000000000002,3.0010000000000003,0,0,0,0.0,2.079441541679836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.067448724370646,6.170302883465771,11.535654361929206,1.9461958225324743
15.75,True,True,False,19.0,2,20.79,18585000,296782.2097633446,0.084,4736.05,12705.26168224299,2452535.871799742,55.3,99.0240119,884.8889999999999,41.452,10.974,0.01240155544932754,0.09352811482570132,False,False,False,2.9765353746199064,10.858222769063145,163146.1744004304,5.001,2.5005,5.001,2.5005,0,1,0,0.0,2.9957322735539913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.11581059390048155,0.0,0.0,7.6198808163176,6.165623637028503,12.002407982842563,1.7919261220073759
14.0,False,False,False,3.0,16,22.83,35000000,9657.0,-0.937,2472.28,5000.0,500000.0,100.0,34.8316098,39.122,7.356,-2.085,-0.05329482132815296,0.0,True,False,False,5.0,10.0,9657.0,8.0,8.0,93.134,5.820875000000001,0,0,1,5.820875000000001,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,7.083850979421771,6.091314322544274,9.175541866433488,4.544719299078873
10.0,False,False,False,1.0,3,34.88425789378248,59000000,228493.076401761,0.7407089578140414,1436.38,10000.0,826000.0,69.36785491271263,217.10038480000003,467.0,507.8,6.0,0.01284796573875803,0.3704496788008566,False,False,False,2.040449077330329,11.551024589795766,111846.80500190513,8.875,8.875,22.625999999999998,7.542000000000002,0,0,0,0.0,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.08733325021817727,0.0,0.0,0.0,0.0,7.390446936777032,6.848478583663213,11.624894342245652,3.162347800526328
22.0,True,True,False,2.0,2,26.46,62726796,308139.84370111977,0.08800000000000001,7238.06,12705.26168224299,2621023.0545548387,97.29,200.75260380000003,1478.395,63.942,14.493,0.009803198739173223,0.005520175595831966,False,False,False,3.0090422592478694,10.904137742351647,172948.6181622866,5.001,5.001,5.001,2.5005,0,1,0,0.0,1.0986122886681098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.028522014132529524,0.0,0.0,7.875432869630527,6.21178002858099,12.060755606570375,1.7919261220073759
10.0,False,True,True,12.0,6,19.22,300000000,440897.1440254225,-1.7648761692188513,2080.9,12705.26168224299,3600000.0,28.7,738.9842352000002,2602.2329999999997,2239.871,75.282,0.02892976916363754,0.5401403333214204,False,False,False,5.438711481334047,11.46127462758388,244602.10970234463,9.001,6.75075,35.004,5.834,0,0,0,0.0,2.5649493574615367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.24704613653413354,0.0,0.0,0.0,8.231020161375756,7.891524068329425,12.407392215573628,3.5836300433948387
20.0,False,True,True,3.0,11,23.08,43000000,14800.0,-1.921,2344.41,10000.0,602000.0,96.15,101.9235936,133.54,55.163000000000004,-5.539,-0.04147820877639659,0.008941141231091809,True,False,False,5.0,13.0,14800.0,9.001,9.001,79.507,7.227909090909091,0,0,1,7.227909090909091,1.3862943611198906,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.16004603790876,6.194015443024769,9.60245002503719,4.388344137165758
